编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
8-B,图中积雪厚度最大值出现在延吉，主要原因是	邻近冬季风源地,None,15,9,14,,图 中 积雪 厚度 最 大 值 出现 在 延吉 ， 主要 原因 是 邻近 冬季 风源地,图 中 积雪 厚度 最 大 值 出现 在 延吉 ， 主要 原因 是 邻近 冬季 风源地,NN LC NN NN AD JJ NN VV P loc PU JJ NN VC term time NN,,因果_0（延吉邻近冬季风源地，图中积雪厚度最大值出现在延吉）,因果_0（实体信息陈述_1（延吉，邻近，冬季风源地），最值_2（延吉，积雪厚度，大，图中））,0_11-12,0_11-12 2_4-5-6,因果,因果 实体信息陈述 最值,15,,图 中 积雪 厚度 最 大值 出现 在 延吉 ， 主要 原因 是 邻近 冬季风 源地,图 中 积雪 厚度 最 大值 出现 在 延吉 ， 主要 原因 是 邻近 冬 季风 源地,NN LC NN NN AD JJ NN VV P loc PU JJ NN VC term time NN NN,( (IP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 积雪) (NN 厚度)) (ADJP (ADVP (AD 最)) (ADJP (JJ 大))) (NP (NN 值))) (VP (VV 出现) (PP (P 在) (NP (NR 延吉))))) (PU ，) (NP (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (NP (NP (NN 邻近)) (NT 冬季) (NN 风源地)))) )
8-C,图中积雪厚度最大值出现在延吉，主要原因是	受地形影响,None,,9,14,,图 中 积雪 厚度 最 大 值 出现 在 延吉 ， 主要 原因 是 受 地形 影响,图 中 积雪 厚度 最 大 值 出现 在 延吉 ， 主要 原因 是 受 地形 影响,NN LC NN NN AD JJ NN VV P loc PU JJ NN VC term NN NN,,因果_0（受地形影响，图中积雪厚度最大值出现在延吉）,因果_0（影响_1（地形，积雪厚度），最值_2（延吉，积雪厚度，大，图中））,0_11-12,0_11-12 1_14-16 2_4-5-6,因果,因果 实体信息陈述 最值 影响,,,图 中 积雪 厚度 最 大值 出现 在 延吉 ， 主要 原因 是 受 地形 影响,图 中 积雪 厚度 最 大值 出现 在 延吉 ， 主要 原因 是 受 地形 影响,NN LC NN NN AD JJ NN VV P loc PU JJ NN VC term NN NN,( (IP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 积雪) (NN 厚度)) (ADJP (ADVP (AD 最)) (ADJP (JJ 大))) (NP (NN 值))) (VP (VV 出现) (PP (P 在) (NP (NR 延吉))))) (PU ，) (NP (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (NP (NP (NN 受)) (NP (NN 地形) (NN 影响))))) )
8-D,图中积雪厚度最大值出现在延吉，主要原因是	有洋流流经,None,,9,14,,图 中 积雪 厚度 最 大 值 出现 在 延吉 ， 主要 原因 是 有 洋流 流经,图 中 积雪 厚度 最 大 值 出现 在 延吉 ， 主要 原因 是 有 洋流 流经,NN LC NN NN AD JJ NN VV P loc PU JJ NN VC term NN VV,,因果_0（有洋流流经，图中积雪厚度最大值出现在延吉）,因果_0（有洋流流经，最值_1（延吉，积雪厚度，大，图中））,0_11-12,0_11-12 1_4-5-6,因果,因果 实体信息陈述 最值 影响,,,图 中 积雪 厚度 最 大值 出现 在 延吉 ， 主要 原因 是 有 洋流 流经,图 中 积雪 厚度 最 大值 出现 在 延吉 ， 主要 原因 是 有 洋流 流经,NN LC NN NN AD JJ NN VV P loc PU JJ NN VC term NN VV,( (IP (IP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 积雪) (NN 厚度))) (ADVP (AD 最)) (NP (ADJP (JJ 大)) (NP (NN 值))) (VP (VV 出现) (PP (P 在) (NP (NR 延吉))))) (PU ，) (IP (NP (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (NP (NN 有))))) (IP (NP (NN 洋流)) (VP (VV 流经)))) )
9-①,关于图中等压线的叙述，正确的是	陆地为高压，海洋为低压,y,,,2 11 15,,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 高压 ， 海洋 为 低压,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 高压 ， 海洋 为 低压,P NN term DEG NN PU VA DEC VC NN VC term PU NN VC term,,实体信息陈述_0（陆地，#，高压）实体信息陈述_1（海洋，#，低压）,实体信息陈述_0（陆地，#，高压）实体信息陈述_1（海洋，#，低压）,0_10 1_14,0_10 1_14,实体信息陈述,实体信息陈述,,,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 高压 ， 海洋 为 低压,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 高压 ， 海洋 为 低压,P NN term DEG NN PU VA DEC VC NN VV term PU NN VC term,( (IP (PP (P 关于) (NP (DNP (NP (NN 图中) (NN 等压线)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (IP (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 陆地)) (VP (VC 为) (NP (NN 高压)))))) (PU ，) (IP (NP (NN 海洋)) (VP (VC 为) (NP (NN 低压))))) )
9-①-0,关于图中等压线的叙述，正确的是	陆地为高压,ed-ori,,,2 11,,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 高压,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 高压,P NN term DEG NN PU VA DEC VC NN VC term,,实体信息陈述_0（陆地，#，高压）,实体信息陈述_0（陆地，#，高压）,0_10,0_10,实体信息陈述,实体信息陈述,,,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 高压,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 高压,P NN term DEG NN PU VA DEC VC NN VC term,( (IP (PP (P 关于) (NP (DNP (NP (NN 图中) (NN 等压线)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 陆地)) (VP (VC 为) (NP (NN 高压)))))) )
9-①-1,关于图中等压线的叙述，正确的是	海洋为低压,ed-ori,,,2 11,,关于 图中 等压线 的 叙述 ， 正确 的 是 海洋 为 低压,关于 图中 等压线 的 叙述 ， 正确 的 是 海洋 为 低压,P NN term DEG NN PU VA DEC VC NN VC term,,实体信息陈述_0（海洋，#，低压）,实体信息陈述_0（海洋，#，低压）,0_10,0_10,实体信息陈述,实体信息陈述,,,关于 图中 等压线 的 叙述 ， 正确 的 是 海洋 为 低压,关于 图中 等压线 的 叙述 ， 正确 的 是 海洋 为 低压,P NN term DEG NN PU VA DEC VC NN VC term,( (IP (PP (P 关于) (NP (DNP (NP (NN 图中) (NN 等压线)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 海洋)) (VP (VC 为) (NP (NN 低压)))))) )
9-②,关于图中等压线的叙述，正确的是	陆地为低压，海洋为高压,y,,,2 11 15,,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 低压 ， 海洋 为 高压,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 低压 ， 海洋 为 高压,P NN term DEG NN PU VA DEC VC NN VC term PU NN VC term,,实体信息陈述_0（陆地，#，低压）实体信息陈述_1（海洋，#，高压）,实体信息陈述_0（陆地，#，低压）实体信息陈述_1（海洋，#，高压）,0_10 1_14,0_10 1_14,实体信息陈述,实体信息陈述,,,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 低压 ， 海洋 为 高压,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 低压 ， 海洋 为 高压,P NN term DEG NN PU VA DEC VC NN VV term PU NN VC term,( (IP (PP (P 关于) (NP (DNP (NP (NN 图中) (NN 等压线)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (IP (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 陆地)) (VP (VC 为) (NP (NN 低压)))))) (PU ，) (IP (NP (NN 海洋)) (VP (VC 为) (NP (NN 高压))))) )
9-②-0,关于图中等压线的叙述，正确的是	陆地为低压,ed-ori,,,2 11,,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 低压,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 低压,P NN term DEG NN PU VA DEC VC NN VC term,,实体信息陈述_0（陆地，#，低压）,实体信息陈述_0（陆地，#，低压）,0_10,0_10,实体信息陈述,实体信息陈述,,,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 低压,关于 图中 等压线 的 叙述 ， 正确 的 是 陆地 为 低压,P NN term DEG NN PU VA DEC VC NN VC term,( (IP (PP (P 关于) (NP (DNP (NP (NN 图中) (NN 等压线)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 陆地)) (VP (VC 为) (NP (NN 低压)))))) )
9-②-1,关于图中等压线的叙述，正确的是	海洋为高压,ed-ori,,,2 11,,关于 图中 等压线 的 叙述 ， 正确 的 是 海洋 为 高压,关于 图中 等压线 的 叙述 ， 正确 的 是 海洋 为 高压,P NN term DEG NN PU VA DEC VC NN VC term,,实体信息陈述_0（海洋，#，高压）,实体信息陈述_0（海洋，#，高压）,0_10,0_10,实体信息陈述,实体信息陈述,,,关于 图中 等压线 的 叙述 ， 正确 的 是 海洋 为 高压,关于 图中 等压线 的 叙述 ， 正确 的 是 海洋 为 高压,P NN term DEG NN PU VA DEC VC NN VC term,( (IP (PP (P 关于) (NP (DNP (NP (NN 图中) (NN 等压线)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 海洋)) (VP (VC 为) (NP (NN 高压)))))) )
9-③,关于图中等压线的叙述，正确的是	南部等压线稀疏，北部等压线稠密,y,,,2 10 14,,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稀疏 ， 北部 等压线 稠密,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稀疏 ， 北部 等压线 稠密,P NN term DEG NN PU VA DEC VC NN term VA PU NN term VA,,实体信息陈述_0（南部，等压线，稀疏）实体信息陈述_1（北部，等压线，稠密）,实体信息陈述_0（南部，等压线，稀疏）实体信息陈述_1（北部，等压线，稠密）,,,实体信息陈述,实体信息陈述,,,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稀疏 ， 北部 等压线 稠密,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稀疏 ， 北部 等压线 稠密,P NN term DEG NN PU VA DEC VC NN term NN PU NN term VA,( (IP (PP (P 关于) (NP (DNP (NP (NN 图中) (NN 等压线)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (IP (NP (NN 南部) (NN 等压线)) (VP (VA 稀疏))) (PU ，) (IP (NP (NN 北部) (NN 等压线)) (VP (VA 稠密)))))) )
9-③-0,关于图中等压线的叙述，正确的是	南部等压线稀疏,ed-ori,,,2 10,,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稀疏,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稀疏,P NN term DEG NN PU VA DEC VC NN term VA,,实体信息陈述_0（南部，等压线，稀疏）,实体信息陈述_0（南部，等压线，稀疏）,,,实体信息陈述,实体信息陈述,,,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稀疏,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稀疏,P NN term DEG NN PU VA DEC VC NN term NN,( (IP (PP (P 关于) (NP (DNP (NP (NN 图中) (NN 等压线)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 南部) (NN 等压线)) (VP (VA 稀疏))))) )
9-③-1,关于图中等压线的叙述，正确的是	北部等压线稠密,ed-ori,,,2 10,,关于 图中 等压线 的 叙述 ， 正确 的 是 北部 等压线 稠密,关于 图中 等压线 的 叙述 ， 正确 的 是 北部 等压线 稠密,P NN term DEG NN PU VA DEC VC NN term VA,,实体信息陈述_0（北部，等压线，稠密）,实体信息陈述_0（北部，等压线，稠密）,,,实体信息陈述,实体信息陈述,,,关于 图中 等压线 的 叙述 ， 正确 的 是 北部 等压线 稠密,关于 图中 等压线 的 叙述 ， 正确 的 是 北部 等压线 稠密,P NN term DEG NN PU VA DEC VC NN term VA,( (IP (PP (P 关于) (NP (DNP (NP (NN 图中) (NN 等压线)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 北部) (NN 等压线)) (VP (VA 稠密))))) )
9-④,关于图中等压线的叙述，正确的是	南部等压线稠密，北部等压线稀疏,y,,,2 10 14,,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稠密 ， 北部 等压线 稀疏,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稠密 ， 北部 等压线 稀疏,P NN term DEG NN PU VA DEC VC NN term VA PU NN term VA,,实体信息陈述_0（南部，等压线，稠密）实体信息陈述_1（北部，等压线，稀疏）,实体信息陈述_0（南部，等压线，稠密）实体信息陈述_1（北部，等压线，稀疏）,,,实体信息陈述,实体信息陈述,,,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稠密 ， 北部 等压线 稀疏,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稠密 ， 北部 等压线 稀疏,P NN term DEG NN PU VA DEC VC NN term NN PU NN term NN,( (IP (PP (P 关于) (NP (DNP (NP (NN 图中) (NN 等压线)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (IP (NP (NN 南部) (NN 等压线)) (VP (VA 稠密))) (PU ，) (IP (NP (NN 北部) (NN 等压线)) (VP (VA 稀疏)))))) )
9-④-0,关于图中等压线的叙述，正确的是	南部等压线稠密,ed-ori,,,2 10,,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稠密,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稠密,P NN term DEG NN PU VA DEC VC NN term VA,,实体信息陈述_0（南部，等压线，稠密）,实体信息陈述_0（南部，等压线，稠密）,,,实体信息陈述,实体信息陈述,,,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稠密,关于 图中 等压线 的 叙述 ， 正确 的 是 南部 等压线 稠密,P NN term DEG NN PU VA DEC VC NN term NN,( (IP (PP (P 关于) (NP (DNP (NP (NN 图中) (NN 等压线)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 南部) (NN 等压线)) (VP (VA 稠密))))) )
9-④-1,关于图中等压线的叙述，正确的是	北部等压线稀疏,ed-ori,,,2 10,,关于 图中 等压线 的 叙述 ， 正确 的 是 北部 等压线 稀疏,关于 图中 等压线 的 叙述 ， 正确 的 是 北部 等压线 稀疏,P NN term DEG NN PU VA DEC VC NN term VA,,实体信息陈述_0（北部，等压线，稀疏）,实体信息陈述_0（北部，等压线，稀疏）,,,实体信息陈述,实体信息陈述,,,关于 图中 等压线 的 叙述 ， 正确 的 是 北部 等压线 稀疏,关于 图中 等压线 的 叙述 ， 正确 的 是 北部 等压线 稀疏,P NN term DEG NN PU VA DEC VC NN term NN,( (IP (PP (P 关于) (NP (DNP (NP (NN 图中) (NN 等压线)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 北部) (NN 等压线)) (VP (VA 稀疏))))) )
10-A,此时，关于图中天气的正确叙述是	北京比东京气温低，气压高,y,,10 12,16,,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低 ， 气压 高,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低 ， 气压 高,NT PU P NN LC NN DEG JJ NN VC loc P loc NN VA PU term VA,,时间限定_0（此时）比较_1（北京，东京，气温，低）比较_2（北京，东京，气压，高）,时间限定_0（此时）比较_1（北京，东京，气温，低）比较_2（北京，东京，气压，高）,0_0 1_11 2_11,0_0 1_11 2_11,比较 时间限定,比较 时间限定,,10 12,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低 ， 气压 高,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低 ， 气压 高,NT PU P NN LC NN DEG JJ NN VC loc P loc NN VA PU term VA,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (IP (VP (NP (NR 北京)) (PP (P 比) (NP (NR 东京) (NN 气温))) (VP (VA 低)))) (PU ，) (IP (NP (NN 气压)) (VP (VA 高)))))) )
10-A-0,此时，关于图中天气的正确叙述是	北京比东京气温低,ed-ori,,10 12,,,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低,NT PU P NN LC NN DEG JJ NN VC loc P loc NN VA,,时间限定_0（此时）比较_1（北京，东京，气温，低）,时间限定_0（此时）比较_1（北京，东京，气温，低）,0_0 1_11,0_0 1_11,比较 时间限定,比较 时间限定,,10 12,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低,NT PU P NN LC NN DEG JJ NN VC loc P loc NN VA,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (NP (NR 北京)) (VP (PP (P 比) (NP (NR 东京) (NN 气温))) (VP (VA 低)))))) )
10-A-1,此时，关于图中天气的正确叙述是	北京比东京气压高,ed-mod,,10,,,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气压 高,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气压 高,NT PU P NN LC NN DEG JJ NN VC loc P NR NN VA,,时间限定_0（此时）比较_1（北京，东京，气压，高）,时间限定_0（此时）比较_1（北京，东京，气压，高）,0_0 1_11,0_0 1_11,比较 时间限定,比较 时间限定,,10,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气压 高,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气压 高,NT PU P NN LC NN DEG JJ NN VC loc P NR NN VA,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (NP (NR 北京)) (VP (PP (P 比) (NP (NR 东京) (NN 气压))) (VP (VA 高)))))) )
10-B,此时，关于图中天气的正确叙述是	青藏高原地区风力大，天气晴朗,y,,10,,,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原地区 风力 大 ， 天气 晴朗,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏 高原 地区 风力 大 ， 天气 晴朗,NT PU P NN LC NN DEG JJ NN VC loc NN VA PU NN VA,,时间限定_0（此时）实体信息陈述_1（青藏高原地区，风力，大）实体信息陈述_2（青藏高原地区，天气，晴朗）,时间限定_0（此时）实体信息陈述_1（青藏高原地区，风力，大）实体信息陈述_2（青藏高原地区，天气，晴朗）,0_0,0_0,时间限定 实体信息陈述,时间限定 实体信息陈述,,10,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原 地区 风力 大 ， 天气 晴朗,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原 地区 风力 大 ， 天气 晴朗,NT PU P NN LC NN DEG JJ NN VC loc NN VA PU NN NN,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (IP (NP (NR 青藏高原地区) (NN 风力)) (VP (VA 大))) (PU ，) (IP (NP (NN 天气)) (VP (VA 晴朗)))))) )
10-B-0,此时，关于图中天气的正确叙述是	青藏高原地区风力大,ed-ori,,10,,,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原地区 风力 大,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏 高原 地区 风力 大,NT PU P NN LC NN DEG JJ NN VC loc NN VA,,时间限定_0（此时）实体信息陈述_1（青藏高原地区，风力，大）,时间限定_0（此时）实体信息陈述_1（青藏高原地区，风力，大）,0_0,0_0,时间限定 实体信息陈述,时间限定 实体信息陈述,,10,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原 地区 风力 大,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原 地区 风力 大,NT PU P NN LC NN DEG JJ NN VC loc NN JJ,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (NP (NP (NR 青藏高原地区)) (NP (NN 风力))) (VP (VA 大))))) )
10-B-1,此时，关于图中天气的正确叙述是	青藏高原地区天气晴朗,ed-mod,,10,,,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原地区 天气 晴朗,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏 高原 地区 天气 晴朗,NT PU P NN LC NN DEG JJ NN VC loc NN VA,,时间限定_0（此时）实体信息陈述_1（青藏高原地区，天气，晴朗）,时间限定_0（此时）实体信息陈述_1（青藏高原地区，天气，晴朗）,0_0,0_0,时间限定 实体信息陈述,时间限定 实体信息陈述,,10,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原 地区 天气 晴朗,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原 地区 天气 晴朗,NT PU P NN LC NN DEG JJ NN VC loc NN NN,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (NP (NR 青藏高原地区)) (NP (NN 天气)) (VP (VA 晴朗))))) )
