编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
1-A,当好奇号探测车登陆火星表面时，美国肯尼迪航天中心（28°30′N，80°42′W）的区时是	8月5日13时31分,None,17,4 8,,10 12,当 好奇号 探测车 登陆 火星 表面 时 ， 美国肯尼迪航天中心 （ 28°30′N ， 80°42′W ） 的 区时 是 8月5日13时31分,当 好奇号 探测车 登陆 火星 表面 时 ， 美国 肯尼迪 航天 中心 （ 28° 30 ′ N ， 80° 42 ′ W ） 的 区时 是 8月 5日 13时 31分,P NN NN VV loc NN LC PU loc PU num PU num PU DEG NN VC time,,时间限定_0（好奇号探测车登陆火星表面）实体信息陈述_1（美国肯尼迪航天中心（28°30′N，80°42′W），区时，8月5日13时31分）,时间限定_0（好奇号探测车登陆火星表面）实体信息陈述_1（美国肯尼迪航天中心（28°30′N，80°42′W），区时，8月5日13时31分）,,,时间限定 实体信息陈述,时间限定 实体信息陈述,17,,当好 奇号 探测车 登陆 火星 表面 时 ， 美国 肯尼迪 航天 中心 （ 28° 30 ′ N ， 80° 42 ′ W ） 的 区时 是 8月5日13时31分,当好 奇号 探测车 登陆 火星 表面 时 ， 美国 肯尼迪 航天 中心 （ 28° 30 ′ N ， 80° 42 ′ W ） 的 区时 是 8月 5日 13时 31分,P NN NN VV loc NN LC PU loc PU num PU num PU DEG NN VC time,( (IP (PP (P 当) (LCP (IP (NP (NN 好奇号) (NN 探测车)) (VP (VV 登陆) (NP (NR 火星) (NN 表面)))) (LC 时))) (PU ，) (NP (DNP (NP (NR 美国肯尼迪航天中心) (PRN (PU （) (QP (CD 28°30′N) (PU ，) (CD 80°42′W)) (PU ）))) (DEG 的)) (NP (NN 区时))) (VP (VC 是) (NP (NT 8月5日13时31分)))) )
23-C,2000年我国人口总数为129533万人。2011年末我国大陆总人口为134735万人。由此可知我国	环境承载力下降,None,0 8,,21,5 14,2000年 我国 人口 总数 为 129533万 人 。 2011年末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 环境承载力 下降,2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 环境 承载力 下降,NT NN NN NN VC CD NN PU CD NN NN JJ NN VC CD NN PU AD VV VV NN NR VV,,因果_0（2000年我国人口总数为129533万人&#44;2011年末我国大陆总人口为134735万人，环境承载力下降）,因果_4（列表_5（时间限定_0（2000年）实体信息陈述_1（我国人口总数，129533万人时），时间限定_2（2011年末）实体信息陈述_3（我国大陆总人口，134735万人）），实体信息陈述_7（我国环境承载力下降，高））,0_17,4_17,因果,时间限定 实体信息陈述 因果 列表,0 8,,2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总人口 为 134735万 人 。 由此 可 知 我国 环境承载力 下降,2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总人口 为 134735万 人 。 由此 可 知 我国 环境承载力 下降,NT NR NN NN VC CD NN PU CD NR NN JJ NN VC CD NN PU AD VV VV NN NR VV,( (IP (IP (IP (NP (NT 2000年)) (NP (NP (NN 我国) (NN 人口)) (NP (NN 总数))) (VP (VC 为) (NP (QP (CD 129533万)) (NP (NN 人))))) (PU 。) (IP (NP (QP (CD 2011年末)) (NP (NN 我国))) (NP (NP (NN 大陆)) (ADJP (JJ 总)) (NP (NN 人口))) (VP (VC 为) (NP (QP (CD 134735万)) (NP (NN 人))))) (PU 。) (IP (VP (ADVP (AD 由此)) (VP (VV 可) (VP (VV 知) (NP (NN 我国))))))) (NP (NR 环境承载力)) (VP (VV 下降))) )
23-D,2000年我国人口总数为129533万人。2011年末我国大陆总人口为134735万人。由此可知我国	计划生育政策仍需坚持,None,0 8,,,5 15,2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 计划 生育 政策 仍 需 坚持,2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 计划 生育 政策 仍 需 坚持,NT NN NN NN VC CD NN PU NT LC NN NN JJ NN VC CD NN PU AD VV VV NN NN NN NN AD VV VV,,因果_0（2000年我国人口总数为129533万人&#44;2011年末我国大陆总人口为134735万人，我国计划生育政策仍需坚持）,因果_4（列表_5（时间限定_0（2000年）实体信息陈述_1（我国人口总数，129533万人时），时间限定_2（2011年末）实体信息陈述_3（我国大陆总人口，134735万人）），我国计划生育政策仍需坚持））,0_17,4_17,因果,时间限定 实体信息陈述 因果 列表,0 8,,2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总人口 为 134735万 人 。 由此 可 知 我国 计划 生育 政策 仍 需 坚持,2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总人口 为 134735万 人 。 由此 可 知 我国 计划 生育 政策 仍 需 坚持,NT NR NN NN VC CD NN PU NT LC VV NN JJ NN VC CD NN PU AD VV VV NN NN NN NN AD VV VV,( (IP (IP (NP (NP (NT 2000年) (NN 我国)) (NP (NN 人口) (NN 总数))) (VP (VC 为) (NP (QP (CD 129533万)) (NP (NN 人))))) (PU 。) (IP (LCP (NP (NT 2011年)) (LC 末)) (NP (NP (NN 我国) (NN 大陆)) (ADJP (JJ 总)) (NP (NN 人口))) (VP (VC 为) (NP (QP (CD 134735万)) (NP (NN 人))))) (PU 。) (IP (VP (ADVP (AD 由此)) (VP (VV 可) (VP (VV 知) (IP (NP (NN 我国) (NN 计划) (NN 生育) (NN 政策)) (VP (ADVP (AD 仍)) (VP (VV 需) (VP (VV 坚持)))))))))) )
24-A,该图说明我国	煤炭在能源消费构成中的比重不断增大,None,,,,,该 图 说明 我国 煤炭 在 能源 消费 构成 中 的 比重 不断 增大,该 图 说明 我国 煤炭 在 能源 消费 构成 中 的 比重 不断 增大,DT NN VV NN NN P NN NN NN LC DEG NN AD VV,,趋势_0（能源消费构成中的比重，我国煤炭，增大）,趋势_0（能源消费构成中的比重，我国煤炭，增大）,0_13,0_13,趋势,趋势,,,该 图 说明 我国 煤炭 在 能源 消费 构成 中 的 比重 不断 增大,该 图 说明 我国 煤炭 在 能源 消费 构成 中 的 比重 不断 增大,DT NN VV NR NN P NN NN VV LC DEG NN AD VV,( (IP (NP (DP (DT 该)) (NP (NN 图))) (VP (VV 说明) (IP (NP (NP (NN 我国) (NN 煤炭)) (DNP (PP (P 在) (LCP (NP (NN 能源) (NN 消费) (NN 构成)) (LC 中))) (DEG 的)) (NP (NN 比重))) (VP (ADVP (AD 不断)) (VP (VV 增大)))))) )
24-B,该图说明我国	石油的供需缺口不断加大,None,,,,,该 图 说明 我国 石油 的 供需 缺口 不断 加大,该 图 说明 我国 石油 的 供需 缺口 不断 加大,DT NN VV NN NN DEG NN NN AD VV,,趋势_0（我国石油的供需缺口，增大）,趋势_0（实体信息陈述_1（我国石油，供需缺口），增大）,0_9,0_9,趋势 实体信息陈述,趋势 实体信息陈述,,,该 图 说明 我国 石油 的 供需 缺口 不断 加大,该 图 说明 我国 石油 的 供需 缺口 不断 加大,DT NN VV NR NN DEG NN NN AD VV,( (IP (NP (DP (DT 该)) (NP (NN 图))) (VP (VV 说明) (IP (NP (NP (DNP (NP (NN 我国) (NN 石油)) (DEG 的)) (NP (NN 供需))) (NP (NN 缺口))) (VP (ADVP (AD 不断)) (VP (VV 加大)))))) )
24-C,该图说明我国	煤炭和石油的生产量同步增长,None,,,,,该 图 说明 我国 煤炭 和 石油 的 生产量 同步 增长,该 图 说明 我国 煤炭 和 石油 的 生产量 同步 增长,DT NN VV NN NN CC NN DEG NN AD VV,,匹配_0（我国煤炭的增长，我国石油的增长）,匹配_0（我国煤炭的增长，我国石油的增长）,0_9,0_9,匹配,匹配,,,该 图 说明 我国 煤炭 和 石油 的 生产量 同步 增长,该 图 说明 我国 煤炭 和 石油 的 生产量 同步 增长,DT NN VV NR NN CC NN DEG NN AD VV,( (IP (NP (DP (DT 该)) (NP (NN 图))) (VP (VV 说明) (IP (NP (DNP (NP (NN 我国) (NN 煤炭) (CC 和) (NN 石油)) (DEG 的)) (NP (NN 生产量))) (VP (ADVP (AD 同步)) (VP (VV 增长)))))) )
24-D,该图说明	我国富煤少油的能源状况得到改善,None,,,,,该 图 说明 我国 富 煤 少 油 的 能源 状况 得到 改善,该 图 说明 我国 富 煤 少 油 的 能源 状况 得到 改善,DT NN VV NN JJ NN JJ NN DEG NN NN VV NN,,趋势_0（我国富煤少油的能源状况，改善）,趋势_0（我国富煤少油的能源状况，改善）,0_12,0_12,趋势,趋势,,,该 图 说明 我 国 我国 富煤 少油 的 能源 状况 得到 改善,该 图 说明 我 国 我国 富煤 少油 的 能源 状况 得到 改善,DT NN VV PN NN NN VV NN AD VA DEC NN NN VV NN,( (IP (NP (DP (DT 该)) (NP (NN 图))) (VP (VV 说明) (IP (NP (DNP (NP (NP (NN 我国)) (NP (ADJP (JJ 富)) (NP (NN 煤))) (ADJP (JJ 少)) (NP (NN 油))) (DEG 的)) (NP (NN 能源) (NN 状况))) (VP (VV 得到) (NP (NN 改善)))))) )
25-A,目前，改善我国能源现状的可行性措施是	限制石油化学工业的发展,None,0,,,,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 限制 石油 化学 工业 的 发展,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 限制 石油 化学 工业 的 发展,time PU VV NN NN NN DEC NN NN VC VV NN NN NN DEG NN,,措施_0（改善我国能源现状，限制石油化学工业的发展）,措施_0（趋势_1（我国能源现状，改善），限制石油化学工业的发展）,0_8,0_8 1_2,措施,措施 趋势,0,,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 限制 石油 化学 工业 的 发展,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 限制 石油 化学 工业 的 发展,time PU VV NN NN NN DEC NN NN VC VV NN NN NN DEG NN,( (IP (NP (NT 目前)) (PU ，) (NP (CP (IP (VP (VV 改善) (NP (NN 我国) (NN 能源) (NN 现状)))) (DEC 的)) (NP (NN 可行性) (NN 措施))) (VP (VC 是) (IP (VP (VV 限制) (NP (DNP (NP (NN 石油) (NN 化学) (NN 工业)) (DEG 的)) (NP (NN 发展))))))) )
25-B,目前，改善我国能源现状的可行性措施是	以煤炭代替石油，提高能源自给率,y,0,,,,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油 ， 提高 能源 自给率,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油 ， 提高 能源 自给率,NT PU VV NN NN NN DEC NN NN VC P NN VV NN PU VV NN NN,,措施_0（改善我国能源现状，以煤炭代替石油&#44;提高能源自给率）,措施_0（改善我国能源现状，因果_1（以煤炭代替石油，提高能源自给率））,0_8,0_8,措施,措施 因果,0,,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油 ， 提高 能源 自给 率,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油 ， 提高 能源 自给 率,NT PU VV NN NN NN DEC NN NN VC P NN VV NN PU VV NN NN,( (IP (NP (NT 目前)) (PU ，) (NP (CP (IP (VP (VV 改善) (NP (NN 我国) (NN 能源) (NN 现状)))) (DEC 的)) (NP (NN 可行性) (NN 措施))) (VP (VC 是) (IP (VP (PP (P 以) (NP (NN 煤炭))) (VP (VP (VV 代替) (NP (NN 石油))) (PU ，) (VP (VV 提高) (NP (NN 能源) (NN 自给率)))))))) )
25-B-0,目前，改善我国能源现状的可行性措施是	以煤炭代替石油,ed-ori,0,,,,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油,time PU VV NN NN NN DEC NN NN VC P NN VV NN,,措施_0（改善我国能源现状，以煤炭代替石油）,措施_0（改善我国能源现状，以煤炭代替石油）,0_8,0_8,措施,措施,0,,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油,time PU VV NN NN NN DEC NN NN VC P NN VV NN,( (IP (NP (NT 目前)) (PU ，) (NP (CP (IP (VP (VV 改善) (NP (NN 我国) (NN 能源) (NN 现状)))) (DEC 的)) (NP (NN 可行性) (NN 措施))) (VP (VC 是) (IP (PP (P 以) (NP (NN 煤炭))) (VP (VV 代替) (NP (NN 石油)))))) )
25-B-1,目前，改善我国能源现状的可行性措施是	提高能源自给率,ed-ori,0,,,,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 提高 能源 自给率,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 提高 能源 自给率,NT PU VV NN NN NN DEC NN NN VC VV NN NN,,措施_0（改善我国能源现状，提高能源自给率）,措施_0（改善我国能源现状，提高能源自给率）,0_8,0_8,措施,措施,0,,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 提高 能源 自给 率,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 提高 能源 自给 率,NT PU VV NN NN NN DEC NN NN VC VV NN NN,( (IP (NP (NT 目前)) (PU ，) (NP (CP (IP (VP (VV 改善) (NP (NN 我国) (NN 能源) (NN 现状)))) (DEC 的)) (NP (NN 可行性) (NN 措施))) (VP (VC 是) (IP (VP (VV 提高) (NP (NN 能源) (NN 自给率)))))) )
25-C,目前，改善我国能源现状的可行性措施是	积极拓宽石油进口渠道,None,0,,,,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 积极 拓宽 石油 进口 渠道,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 积极 拓宽 石油 进口 渠道,time PU VV NN NN NN DEC NN NN VC AD VV NN NN NN,,措施_0（改善我国能源现状，积极拓宽石油进口渠道）,措施_0（改善我国能源现状，积极拓宽石油进口渠道）,0_8,0_8,措施,措施,0,,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 积极 拓宽 石油 进口 渠道,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 积极 拓宽 石油 进口 渠道,time PU VV NN NN NN DEC NN NN VC AD VV NN NN NN,( (IP (NP (NT 目前)) (PU ，) (NP (CP (IP (VP (VV 改善) (NP (NN 我国) (NN 能源) (NN 现状)))) (DEC 的)) (NP (NN 可行性) (NN 措施))) (VP (VC 是) (IP (VP (ADVP (AD 积极)) (VP (VV 拓宽) (NP (NN 石油) (NN 进口) (NN 渠道))))))) )
25-D,目前，改善我国能源现状的可行性措施是	以新能源全面替代常规能源,None,0,,,,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 新 能源 全面 替代 常规 能源,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 新 能源 全面 替代 常规 能源,time PU VV NN NN NN DEC NN NN VC P JJ NN AD VV JJ NN,,措施_0（改善我国能源现状，以新能源全面替代常规能源）,措施_0（改善我国能源现状，以新能源全面替代常规能源）,0_8,0_8,措施,措施,0,,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 新能源 全面 替代 常规 能源,目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 新能源 全面 替代 常规 能源,time PU VV NN NN NN DEC NN NN VC P NN AD VV JJ NN,( (IP (NP (NT 目前)) (PU ，) (NP (CP (IP (VP (VV 改善) (NP (NN 我国) (NN 能源) (NN 现状)))) (DEC 的)) (NP (NN 可行性) (NN 措施))) (VP (VC 是) (VP (PP (P 以) (NP (ADJP (JJ 新)) (NP (NN 能源)))) (ADVP (AD 全面)) (VP (VV 替代) (NP (ADJP (JJ 常规)) (NP (NN 能源))))))) )
26-A,黑龙江省和西藏自治区沼泽湿地成因的相似之处是	降水丰富，集中于夏季,y,16,0 2,3 4,,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富 ， 集中 于 夏季,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富 ， 集中 于 夏季,loc CC loc term term NN DEG VA DEC NN VC VV VA PU VV P time,,比较_0（黑龙江省的沼泽湿地成因是降水丰富&#44;集中于夏季，西藏自治区的沼泽湿地成因是降水丰富&#44;集中于夏季，相似）,比较_0（实体信息陈述_1（黑龙江省的沼泽湿地，成因，降水丰富&#44;集中于夏季），实体信息陈述_2（西藏自治区的沼泽湿地，成因，降水丰富&#44;集中于夏季），相似）,0_7,0_7,比较,比较 实体信息陈述,16,,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富 ， 集中 于 夏季,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富 ， 集中 于 夏季,loc CC loc term term NN DEG VA DEC NN VC VV VA PU VV P time,( (IP (IP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (DNP (NP (NN 沼泽) (NN 湿地) (NN 成因)) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (VP (VP (VV 降水)) (VP (VA 丰富))))) (PU ，) (IP (VP (VV 集中) (PP (P 于) (NP (NT 夏季)))))) )
26-A-0,黑龙江省和西藏自治区沼泽湿地成因的相似之处是	降水丰富,ed-ori,,0 2,3 4,,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富,loc CC loc term term NN DEG VA DEC NN VC VV VA,,比较_0（黑龙江省的沼泽湿地成因是降水丰富，西藏自治区的沼泽湿地成因是降水丰富，相似）,比较_0（实体信息陈述_1（黑龙江省的沼泽湿地，成因，降水丰富），实体信息陈述_2（西藏自治区的沼泽湿地，成因，降水丰富），相似）,0_7,0_7,比较,比较 实体信息陈述,,,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 丰富,loc CC loc term term NN DEG VA DEC NN VC VV VA,( (IP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (DNP (NP (NN 沼泽) (NN 湿地) (NN 成因)) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (VP (VP (VV 降水)) (VP (VA 丰富))))) )
26-A-1,黑龙江省和西藏自治区沼泽湿地成因的相似之处是	降水集中于夏季,ed-mod,14,0 2,3 4,,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 集中 于 夏季,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 集中 于 夏季,loc CC loc term term NN DEG VA DEC NN VC VV VV P time,,比较_0（黑龙江省的沼泽湿地成因是降水集中于夏季，西藏自治区的沼泽湿地成因是降水集中于夏季，相似）,比较_0（实体信息陈述_1（黑龙江省的沼泽湿地，成因，降水集中于夏季），实体信息陈述_2（西藏自治区的沼泽湿地，成因，降水集中于夏季），相似）,0_7,0_7,比较,比较 实体信息陈述,14,,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 集中 于 夏季,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 降水 集中 于 夏季,loc CC loc term term NN DEG VA DEC NN VC VV VV P time,( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (VP (VV 降水) (IP (VP (VV 集中) (PP (P 于) (NP (NT 夏季)))))))) )
26-B,黑龙江省和西藏自治区沼泽湿地成因的相似之处是	气温低，蒸发微弱,y,,0 2,3 4,,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低 ， 蒸发 微弱,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低 ， 蒸发 微弱,loc CC loc term term NN DEG VA DEC NN VC NN VA PU VV VA,,比较_0（黑龙江省的沼泽湿地成因是气温低&#44;蒸发微弱，西藏自治区的沼泽湿地成因是气温低&#44;蒸发微弱，相似）,比较_0（实体信息陈述_1（黑龙江省的沼泽湿地，成因，气温低&#44;蒸发微弱），实体信息陈述_2（西藏自治区的沼泽湿地，成因，气温低&#44;蒸发微弱），相似）,0_7,0_7,比较,比较 实体信息陈述,,,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低 ， 蒸发 微弱,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低 ， 蒸发 微弱,loc CC loc term term NN DEG VA DEC NN VC NN VA PU VV VA,( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (IP (NP (NN 气温)) (VP (VA 低))) (PU ，) (IP (IP (VP (VV 蒸发))) (VP (VA 微弱)))))) )
26-B-0,黑龙江省和西藏自治区沼泽湿地成因的相似之处是	气温低,ed-ori,,0 2,3 4,,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低,loc CC loc term term NN DEG VA DEC NN VC NN VA,,比较_0（黑龙江省的沼泽湿地成因是气温低，西藏自治区的沼泽湿地成因是气温低，相似）,比较_0（实体信息陈述_1（黑龙江省的沼泽湿地，成因，气温低），实体信息陈述_2（西藏自治区的沼泽湿地，成因，气温低），相似）,0_7,0_7,比较,比较 实体信息陈述,,,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 气温 低,loc CC loc term term NN DEG VA DEC NN VC NN VA,( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (NP (NN 气温)) (VP (VA 低))))) )
26-B-1,黑龙江省和西藏自治区沼泽湿地成因的相似之处是	蒸发微弱,ed-ori,,0 2,3 4,,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 蒸发 微弱,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 蒸发 微弱,loc CC loc term term NN DEG VA DEC NN VC VV VA,,比较_0（黑龙江省的沼泽湿地成因是蒸发微弱，西藏自治区的沼泽湿地成因是蒸发微弱，相似）,比较_0（实体信息陈述_1（黑龙江省的沼泽湿地，成因，蒸发微弱），实体信息陈述_2（西藏自治区的沼泽湿地，成因，蒸发微弱），相似）,0_7,0_7,比较,比较 实体信息陈述,,,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 蒸发 微弱,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 蒸发 微弱,loc CC loc term term NN DEG VA DEC NN VC VV VA,( (IP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (DNP (NP (NN 沼泽) (NN 湿地) (NN 成因)) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (VP (VSB (VV 蒸发) (VA 微弱))))) )
26-C,黑龙江省和西藏自治区沼泽湿地成因的相似之处是	冰雪覆盖，有利于下渗,n,,0 2,3 4,,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 冰雪 覆盖 ， 有利于 下渗,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 冰雪 覆盖 ， 有利于 下渗,loc CC loc term term NN DEG VA DEC NN VC NN VV PU VV VV,,比较_0（黑龙江省的沼泽湿地成因是冰雪覆盖&#44;有利于下渗，西藏自治区的沼泽湿地成因是冰雪覆盖&#44;有利于下渗，相似）,比较_0（实体信息陈述_1（黑龙江省的沼泽湿地，成因，冰雪覆盖&#44;有利于下渗），实体信息陈述_2（西藏自治区的沼泽湿地，成因，冰雪覆盖&#44;有利于下渗），相似）,0_7,0_7,比较,比较 实体信息陈述,,,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 冰雪 覆盖 ， 有利于 下渗,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 冰雪 覆盖 ， 有利于 下渗,loc CC loc term term NN DEG VA DEC NN VC NN VV PU VV VV,( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (IP (NP (NN 冰雪)) (VP (VV 覆盖))) (PU ，) (VP (VV 有利于) (IP (VP (VV 下渗))))))) )
26-D,黑龙江省和西藏自治区沼泽湿地成因的相似之处是	地势低平，排水不畅,y,,0 2,3 4,,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平 ， 排水 不 畅,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平 ， 排水 不 畅,loc CC loc term term NN DEG VA DEC NN VC NN VA PU VV AD VA,,比较_0（黑龙江省的沼泽湿地成因是地势低平&#44;排水不畅，西藏自治区的沼泽湿地成因是地势低平&#44;排水不畅，相似）,比较_0（实体信息陈述_1（黑龙江省的沼泽湿地，成因，地势低平&#44;排水不畅），实体信息陈述_2（西藏自治区的沼泽湿地，成因，地势低平&#44;排水不畅），相似）,0_7,0_7,比较,比较 实体信息陈述,,,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平 ， 排水 不 畅,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平 ， 排水 不 畅,loc CC loc term term NN DEG VA DEC NN VC NN VA PU VV AD VA,( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (IP (NP (NN 地势)) (VP (VA 低平))) (PU ，) (IP (IP (VP (VV 排水))) (VP (ADVP (AD 不)) (VP (VA 畅))))))) )
